address,area,birthday,constellation,ename,height,language,name,people_id,sex,weight
中国内蒙古额济纳旗,中国,-,-,-,-,国语;,德德玛,1211,女,-
贵州省贵阳市,中国,1993-02-11,水瓶座,-,-,-,伯远,1212,男,-
-,-,-,-,-,-,-,2Someone,1213,男,-
日本爱知县,日本,1998-03-11,双鱼座,-,-,-,赞多,1214,男,-
安徽省阜阳市,中国,-,-,-,178cm,-,糖爷,1215,男,70kg
-,美国,-,-,-,-,-,Monogem,1216,女,-
台湾,中国台湾,1969-10-29,天蝎座,-,161cm,国语;,陶晶莹,1217,女,45kg
-,中国,-,-,-,-,-,赵紫骅,1218,男,-
台湾嘉义县,中国台湾,1986-11-12,天蝎座,-,177cm,国语;,蔡旻佑,1219,男,68kg
-,中国,-,-,-,-,国语,MC南辞,1220,男,-
-,中国,-,-,-,-,-,名决,1221,男,-
天津市,中国,2000-06-07,双子座,-,-,国语,刘增瞳,1222,女,-
-,中国,-,-,-,-,-,郭零叁,1223,女,-
湖南省怀化市,中国,1990-05-17,金牛座,-,181cm,普通话,成毅,1224,男,67kg
英国阿克菲尔德,英国,1985-01-29,水瓶座,-,-,-,Rag'n'Bone Man,1225,男,-
中国北京,中国,1971-10-20,天秤座,-,-,国语;,小柯,1226,男,-
-,中国,-,-,-,-,-,space x,1227,女,-
-,美国,-,-,-,-,-,BEAUZ,1228,组合,-
四川绵竹人,未知,-,-,-,-,国语;,光头李进,1229,男,-
-,马来西亚,-,-,-,-,-,彭宇昕Chloe,1230,女,-
-,韩国,-,-,乐童音乐家,-,韩语;,AKMU,1231,组合,-
广东,中国,1988-07-04,巨蟹座,-,-,国语,文希,1232,女,-
-,挪威,1991-09-11,处女座,-,-,英语,Kygo,1233,男,-
韩国,韩国,1988-05-18,金牛座,-,173cm,韩语;,TAEYANG (太阳),1234,男,58kg
-,中国,-,-,-,-,-,小皮皮爱习题,1235,男,-
-,日本,-,-,-,-,-,ラムジ,1236,组合,-
-,瑞典,-,-,-,-,-,Zara Larsson,1237,女,-
美国新泽西州,美国,1997-05-01,金牛座,-,-,英语,Slushii,1238,男,-
-,中国,-,-,-,-,国语,王斌,1239,男,-
-,美国,1993-12-22,摩羯座,梅根·特瑞娜,-,英语;,Meghan Trainor,1240,女,-
-,中国,-,-,-,-,-,patchmakemoneynoluv,1241,男,-
-,中国,-,-,-,-,-,仁川,1242,男,-
中国广西桂林,中国,1956-04-16,牡羊座,-,-,国语;,郁钧剑,1243,男,-
-,-,-,-,-,-,-,旺仔加真露,1244,女,-
-,未知,-,-,-,-,-,首席执行官小七,1245,男,-
-,中国,-,-,-,-,-,心怡,1246,女,-
台湾,中国台湾,-,天秤座,-,162cm,闽南语;国语,陈思安,1247,女,49kg
-,中国,-,-,-,-,-,Along,1248,男,-
台湾,中国台湾,-,-,糖果,-,国语;,Sweety,1249,组合,-
广东省中山市小榄镇,中国,1991-08-09,狮子座,-,157cm,国语;,苏妙玲,1250,女,40kg
-,美国,-,-,-,-,-,Josh Vietti,1251,男,-
-,中国,-,-,-,-,-,何浏阳,1252,男,-
-,瑞典,-,-,-,-,-,Mike Perry,1253,男,-
西德，杜伊斯堡,德国,1974-06-05,双子座,拉民·贾瓦迪,-,德语,Ramin Djawadi,1254,男,-
山西平遥县,中国,-,-,-,-,国语;,郭兰英,1255,女,-
中国四川成都,中国,1987-10-22,天秤座,-,170cm,国语;,回音哥,1256,男,52.5kg
德国,德国,-,-,糖果盒子,-,英语;,Sweetbox,1257,组合,-
-,中国,-,-,-,-,-,蒋明周,1258,男,-
辽宁,中国,1975-03-29,白羊座,-,170cm,国语;,王冰洋,1259,女,45kg
-,-,-,-,-,-,-,Glichery,1260,男,-
-,中国,-,-,-,-,-,鱼儿七,1261,女,-
辽宁省营口市,中国,1985-04-09,牡羊座,-,183cm,国语;,王晰,1262,男,64kg
-,中国,-,-,-,-,-,陈晓竹,1263,女,-
-,中国,-,-,-,-,-,947.ASH,1264,男,-
贵州省贵阳市,中国,1997-08-13,狮子座,-,-,-,陈卓璇,1265,女,-
山东青岛,中国,1977-11-13,天蝎座,-,179cm,国语;,黄晓明,1266,男,65kg
美国丹佛,美国,-,-,-,-,英语;,Breathe Carolina,1267,乐队,-
-,美国,-,-,-,-,-,Nevve,1268,男,-
台湾台北,中国台湾,1984-07-04,巨蟹座,-,158cm,国语;,李雅微,1269,女,42kg
重庆市,中国,1982-12-08,射手座,-,178cm,国语;,山野(李昊瀚),1270,男,65kg
-,中国,-,-,-,-,-,轻松纯音乐,1271,男,-
中国台湾云林县四湖乡,中国台湾,1974-04-21,金牛座,-,-,闽南语;国语,蔡秋凤,1272,女,-
-,-,-,-,-,-,-,江亦杰,1273,男,-
中国,中国,-,-,-,-,国语;,TF家族,1274,组合,-
江苏徐州,未知,1990-01-09,魔羯座,-,-,国语;,李琦,1275,男,-
-,中国,-,-,-,-,-,黑雄,1276,男,-
-,中国,-,-,-,-,-,张海滨,1277,男,-
广东深圳,中国,-,-,-,177cm,-,陆政廷Lil Jet,1278,男,65kg
-,中国,-,-,-,-,-,李鑫一,1279,男,-
-,中国,-,-,-,-,-,小瑞,1280,男,-
-,中国,-,-,-,-,-,也可,1281,女,-
-,-,-,-,-,-,-,Öwnboss,1282,组合,-
-,冰岛,-,-,-,-,英语;,Kaleo,1283,组合,-
浙江东阳,中国,1992-10-31,天蝎座,-,-,国语;,少司命,1284,女,-
-,美国,-,-,-,-,-,Jaymes Young,1285,男,-
湖北省宜城市,中国,1982-04-29,金牛座,-,166cm,国语;,贾玲,1286,女,-
-,中国,-,-,-,-,-,郑添媛,1287,女,-
-,-,-,-,-,-,-,Ilkay Sencan,1288,男,-
-,中国,-,-,-,-,-,凡离,1289,男,-
-,美国,-,-,切斯特·杨,-,-,Chester Young,1290,男,-
黑龙江哈尔滨,中国,-,天秤座,-,165cm,国语;,王娅,1291,女,50kg
台湾台北,中国台湾,1949-09-10,处女座,-,160cm,国语;日语;,欧阳菲菲,1292,女,42kg
-,中国,-,-,-,-,-,青春老男孩,1293,组合,-
-,中国,-,-,阿敬,-,-,Jam,1294,女,-
-,中国,-,-,-,-,-,小班圆妹妹,1295,女,-
-,瑞士,-,-,-,-,英语;,Mike Candys,1296,男,-
中国陕西西安,中国,1984-03-05,双鱼座,-,175cm,国语;,苏醒,1297,男,60kg
中国上海,中国,1983-03-10,双鱼座,-,181cm,国语;,袁成杰,1298,男,65kg
-,中国,-,-,-,-,-,FuGa pang,1299,男,-
美国加州马里布,美国,1985-05-28,双子座,科尔比·凯雷,174cm,英语;,Colbie Caillat,1300,女,-
日本千叶县船桥市,日本,1982-10-28,天蝎座,-,155cm,日语;,倉木麻衣,1301,女,45kg
-,美国,-,-,-,-,-,Tinashe,1302,女,-
广东茂名,未知,-,-,-,175cm,国语,郎军,1303,男,60kg
-,中国,-,-,-,-,-,汪睿,1304,女,-
-,中国,-,-,-,-,国语,枫宇辰,1305,男,-
悉尼市新南威尔士州,澳大利亚,1994-05-06,金牛座,-,-,-,AViVA,1306,女,-
中国,中国,-,水瓶座,-,-,国语;,刘芳,1307,女,-
河南省郑州市,中国,2001-10-31,天蝎座,-,-,-,李润祺,1308,男,-
新加坡,新加坡,1979-08-11,狮子座,-,172cm,国语;,黄义达,1309,男,50kg
-,中国,-,-,-,-,-,王闻,1310,男,-
中国北京,中国香港,1968-08-06,狮子座,-,164cm,国语;,梁雁翎,1311,女,50kg
-,西班牙,-,-,-,-,-,Ivan Torrent,1312,男,-
中国北京,中国,1968-09-17,处女座,-,178cm,国语;,蔡国庆,1313,男,-
-,中国,-,-,-,-,-,云兮阿妹,1314,女,-
新疆乌鲁木齐,中国,-,-,-,-,-,那吾克热-NW,1315,男,-
美国佛罗里达carol市,美国,1979-09-17,处女座,佛罗·里达,-,英语;,Flo Rida,1316,男,-
韩国首尔,韩国,1992-06-06,双子座,-,164cm,韩语;,泫雅 (HyunA),1317,女,44kg
韩国,韩国,2009-05-06,金牛座,-,-,韩语;,2NE1,1318,组合,-
-,中国,-,-,-,-,-,甘草片r,1319,男,-
上海市,中国,1992-04-14,牡羊座,蒋文涵,-,国语,GALI,1320,男,-
-,中国,-,-,-,-,-,DJ小星星,1321,男,-
中国香港,中国香港,1980-02-26,双鱼座,-,176cm,国语;粤语;,方力申,1322,男,68kg
-,韩国,-,-,-,-,-,imase,1323,男,-
香港,中国香港,1963-04-09,牡羊座,-,-,国语;,林志美,1324,女,-
洛杉矶,美国,-,-,黑眼豆豆,-,英语;,Black Eyed Peas,1325,组合,-
哈尔滨,未知,1980-09-21,处女座,-,178cm,国语;,陈旭,1326,男,64kg
日本东京都中野区,日本,1952-01-17,魔羯座,-,-,-,坂本龍一,1327,男,-
-,-,-,-,-,-,-,春珍,1328,女,-
美国犹他州佩森,美国,1974-05-23,双子座,珠儿·克尔奇,168cm,英语;,Jewel,1329,女,-
-,中国,-,-,-,-,-,徐靖雯,1330,女,-
-,-,-,-,-,-,-,Dxrk ダーク,1331,男,-
-,中国,-,-,-,-,-,河马[华语],1332,男,-
中国香港,中国香港,1983-12-14,射手座,-,167cm,粤语;,冯曦妤,1333,女,55kg
-,美国,-,-,-,-,-,Gamper And Dadoni,1334,组合,-
新疆博尔塔拉蒙古自治州博乐市,中国,1995-05-21,双子座,-,-,国语,蒋敦豪,1335,男,-
-,德国,-,-,-,-,-,Jonasu,1336,男,-
美国,美国,1979-12-08,射手座,英格里德·迈克尔森,-,英语;,Ingrid Michaelson,1337,女,-
-,加拿大,-,-,-,-,-,Lightscape,1338,男,-
-,中国,-,-,-,-,-,枫叶,1339,男,-
-,-,-,-,-,-,-,王一一,1340,女,-
辽宁新民,中国,1988-08-08,狮子座,-,173cm,国语;,田一龙,1341,男,58kg
全罗北道全州市,韩国,1989-03-09,双鱼座,-,160cm,韩语;,太妍,1342,女,44kg
-,法国,1986-06-13,双子座,DJ斯雷克,-,法语,DJ Snake,1343,男,-
-,韩国,-,-,-,-,-,LE SSERAFIM,1344,组合,-
-,中国,-,-,-,-,-,谭明,1345,女,-
韩国,韩国,2010-06-01,双子座,明星姐妹,-,韩语;,Sistar,1346,组合,-
-,罗马尼亚,-,-,-,-,-,Fly Project,1347,组合,-
-,中国,-,-,-,-,-,丁倩妮,1348,女,-
首尔,韩国,1992-09-14,处女座,-,182cm,韩语,ZICO (지코),1349,男,65kg
重庆市北碚区,中国,-,-,-,-,国语,廖俊涛,1350,男,-
-,中国,-,-,-,-,-,于佰万,1351,男,-
香港,加拿大,1959-07-04,巨蟹座,-,-,粤语;,雷安娜,1352,女,-
-,阿尔巴尼亚,-,-,-,-,-,Elgit Doda,1353,男,-
-,中国,-,-,-,-,-,DAWN,1354,女,-
-,中国,-,-,-,-,-,野小马,1355,女,-
-,美国,-,-,-,-,-,Rentz,1356,组合,-
台湾桃园县中坜市,中国台湾,1980-08-14,狮子座,-,155cm,国语;,江美琪,1357,女,43kg
莫宁顿半岛,澳大利亚,1993-05-13,金牛座,-,-,-,Tones And I,1358,女,-
-,中国,-,-,-,-,-,匠音夫妇,1359,组合,-
-,中国,-,-,-,-,-,晓峰&China blue,1360,男,-
海南省儋州市,中国,2000-11-25,射手座,-,-,-,坏小欠,1361,男,-
-,-,-,-,-,-,-,撩耳音乐,1362,男,-
上海,中国,1991-12-11,射手座,-,183cm,-,曹杨,1363,男,-
-,未知,1990-07-02,巨蟹座,-,-,国语;,霄磊,1364,男,-
-,-,-,-,-,-,-,乐柠组合,1365,组合,-
台湾台北县板桥市,中国台湾,1976-09-22,处女座,-,181cm,闽南语;国语,萧煌奇,1366,男,67kg
中国黑龙江哈尔滨,中国,-,-,-,-,国语;,李双江,1367,男,-
中国台湾台北,中国台湾,1984-10-21,天秤座,-,173cm,国语;,曾沛慈,1368,女,50kg
-,-,-,-,-,-,-,乾宇,1369,男,-
德国,德国,-,-,真情马克,-,英语;,Trademark,1370,组合,-
-,-,-,-,-,-,-,谷雪,1371,女,-
马来西亚雪兰莪州,马来西亚,1968,-,-,-,国语;,庄学忠,1372,男,-
-,中国,-,-,-,-,-,李诗影（大恬）,1373,女,-
台湾台中市,中国台湾,1957-10-17,天秤座,-,164cm,闽南语;国语,齐豫,1374,女,-
-,-,-,-,-,-,-,Nanne,1375,女,-
日本岐阜县,日本,1987-06-24,巨蟹座,织部里沙,-,日语;,LiSA,1376,女,-
-,中国,-,-,-,-,-,Y-D,1377,男,-
广东湛江,中国,-,-,-,-,国语;,钟明秋,1378,男,-
韩国首尔京畿道九里市,韩国,1986-11-05,天蝎座,宝儿,156cm,英语;日语;韩语;,BoA,1379,女,45kg
-,中国,-,-,-,-,-,恰恰恰恰恰,1380,女,-
-,中国,-,-,-,-,-,尤小米,1381,女,-
瑞典,瑞典,-,-,-,-,英语;,Lovestoned,1382,组合,-
-,中国,-,-,-,-,-,杨一歌,1383,女,-
-,-,-,-,-,-,-,Jiluo,1384,女,-
中国香港,中国香港,1969-06-27,巨蟹座,-,164cm,粤语;,彭家丽,1385,女,48kg
-,-,-,-,-,-,-,Akash Khaira,1386,男,-
-,中国,-,-,-,-,-,涛少君,1387,男,-
-,中国,-,-,-,-,-,ALisa,1388,男,-
-,-,-,-,-,-,-,99K金,1389,男,-
-,中国,-,-,-,-,-,传奇乐坊,1390,组合,-
-,-,-,-,-,-,-,BeMax,1391,男,-
-,中国,-,-,-,-,-,吴炳文Cookie,1392,男,-
-,-,-,-,-,-,-,7paste,1393,男,-
-,中国,-,-,-,-,-,DjPop,1394,女,-
古巴哈瓦那,美国,1981-01-15,魔羯座,皮普保罗,178cm,英语;西班牙语;,Pitbull,1395,男,-
-,中国,-,-,-,-,-,阮言Ruany,1396,女,-
秋田县仙北市角馆城市,日本,1949-04-21,金牛座,-,-,-,矢野立美,1397,男,-
马来西亚沙巴州古打毛律,马来西亚,1979-07-09,巨蟹座,-,173cm,国语;,曹格,1398,男,59kg
-,中国,-,-,-,-,国语;韩语;,TimeZ,1399,男,-
-,美国,-,-,-,-,-,Robin Hustin,1400,男,-
-,意大利,1955-11-23,射手座,鲁多维科·艾奥迪,-,英语,Ludovico Einaudi,1401,男,-
-,德国,-,-,-,-,-,Miyagi,1402,男,-
日本,日本,-,-,-,-,日语;,いきものがかり,1403,组合,-
中国香港,中国香港,1961-01-01,魔羯座,-,-,粤语;,周启生,1404,男,-
-,中国,-,-,-,-,-,谭水明,1405,男,-
-,美国,-,-,-,-,-,XG,1406,组合,-
-,中国,-,-,-,-,-,大可,1407,女,-
-,中国,-,-,-,-,-,九宝乐队,1408,乐队,-
香港,中国香港,1951,射手座,-,-,-,陈勋奇,1409,男,-
四川成都,中国,1989-04-25,金牛座,-,-,国语;,刘思涵,1410,女,-
新加坡,新加坡,-,巨蟹座,-,176cm,国语;,永邦,1411,男,64kg
-,中国,-,-,-,-,-,丁程鑫,1412,男,-
韩国,韩国,-,-,-,-,韩语;,SUPER JUNIOR,1413,组合,-
-,-,-,-,-,-,-,KeyKey,1414,女,-
-,中国,-,-,-,-,-,step.jad依加,1415,男,-
中国台湾,中国,1969-08-01,狮子座,-,178cm,国语;,张真,1416,男,60kg
-,中国,-,-,-,-,-,德唯奇,1417,男,-
-,-,-,-,-,-,-,James Major,1418,男,-
"Hertfordshire,&nbsp;United&nbsp;Kingdom",英国,1992-08-02,狮子座,查莉 XCX,-,英语;,Charli XCX,1419,女,-
-,中国,-,-,-,-,-,梁剩镐,1420,男,-
-,-,-,-,-,-,-,刘鹏,1421,男,-
中国台湾台北,中国,1961-12-12,射手座,-,-,闽南语;国语,李碧华,1422,女,-
-,中国,-,-,-,-,-,凯闹,1423,男,-
马来西亚,马来西亚,1994-09-19,-,-,176cm,-,尤长靖,1424,男,60kg
-,中国,-,-,-,-,-,苏樱木,1425,女,-
美国&nbsp;科罗拉多,未知,1986-09-15,处女座,海蒂·蒙塔格,163cm,英语;,Heidi Montag,1426,女,-
-,-,-,-,-,-,-,唐筱优,1427,女,-
中国北京,中国,1968-06-08,双子座,-,158cm,国语;,任静,1428,女,-
-,美国,1977-11-30,射手座,-,-,英语;,Steve Aoki,1429,男,-
天津,中国,1984-08-04,狮子座,-,160cm,国语;,马郁,1430,女,43kg
-,-,-,-,-,-,-,花蕊,1431,男,-
广东省深圳市,中国,1998-07-07,巨蟹座,-,-,-,赖美云,1432,女,-
-,中国,-,-,-,-,-,高鱼,1433,女,-
-,-,-,-,-,-,-,易梦玲,1434,女,-
韩国,韩国,1981-05-31,双子座,-,163cm,韩语;,尹美莱,1435,女,46kg
-,-,-,-,-,-,-,黄李格,1436,男,-
-,中国,-,-,-,-,-,超文艺,1437,女,-
-,中国,-,-,-,-,-,朱影佳,1438,女,-
湖北,中国,1994-05-18,金牛座,-,170cm,国语;,王媛渊,1439,女,52kg
-,加拿大,-,-,-,-,-,Wild Cards,1440,组合,-
-,中国,-,-,-,-,-,陈婧霏,1441,女,-
-,中国,-,-,-,-,-,Sasablue,1442,女,-
-,-,-,-,-,-,-,BGM乐乐,1443,男,-
四川省德阳市,中国,2001-10-10,天平座,-,-,-,刘人语,1444,女,-
中国常德市,中国,1971-07-02,巨蟹座,-,175cm,国语;,瞿颖,1445,女,53kg
-,韩国,-,-,-,-,韩语,Red Velvet,1446,组合,-
-,中国,1991-01-17,魔羯座,-,-,-,Winky诗,1447,男,-
-,中国,-,-,-,-,-,郭正正,1448,男,-
-,中国,-,摩羯座,-,184cm,-,小钊,1449,男,80kg
-,-,-,-,-,-,-,Rival,1450,男,-
台东新港,中国台湾,1950-11-10,天蝎座,-,-,国语;,胡德夫,1451,男,-
沈阳,中国,-,-,-,-,国语,王心雅,1452,女,-
-,罗马尼亚,-,-,-,-,英语,Matteo,1453,男,-
广东湛江,中国,1994-11-21,天蝎座,-,-,-,珊姐,1454,女,-
大连市,中国,-,射手座,-,178cm,国语;,徐一鸣,1455,男,70kg
-,中国,-,-,-,-,-,Suzanne,1456,女,-
-,中国,-,-,-,-,-,Gaston庞加斯顿,1457,男,-
罗马尼亚加拉茨,罗马尼亚,1984-11-07,天蝎座,朱莉娅,170cm,英语;其他语种;,Giulia,1458,女,52kg
天津,中国,1987-09-20,处女座,-,-,国语,胡莎莎,1459,女,-
-,中国,-,-,-,-,-,浩许笙,1460,男,-
中国台湾,中国台湾,-,-,-,-,国语;,4 In Love,1461,组合,-
-,美国,-,-,-,-,-,Ember Island,1462,乐队,-
-,中国,-,-,-,-,-,韩瞳,1463,男,-
-,中国,-,-,-,-,-,岩贵,1464,男,-
-,中国,-,-,-,-,-,久荣,1465,男,-
-,瑞典,-,-,-,-,-,King CAAN,1466,组合,-
湖北武汉,中国,1991-11-26,射手座,-,173cm,国语;,单色凌,1467,男,-
-,中国,-,-,-,-,-,赖湘文,1468,男,-
中国北京,英国,1978-10-14,天秤座,-,169.5cm,国语;粤语;,萧潇,1469,女,47kg
-,-,-,-,-,-,-,Hushi,1470,男,-
新加坡,新加坡,1982-03-21,牡羊座,-,160cm,国语;,郭美美,1471,女,40kg
中国台湾北投,中国台湾,1969-09-20,处女座,-,158cm,闽南语;国语,黄乙玲,1472,女,39kg
日本神奈川县平冢市,日本,1967-02-06,水瓶座,坂井泉水,165cm,日语;,ZARD,1473,女,46kg
-,中国,-,-,-,-,-,贾青,1474,女,-
-,中国,-,-,-,-,-,老二道（半吨兄弟）,1475,男,-
湖南省益阳市,中国,1982-05-14,金牛座,-,166cm,国语;,万茜,1476,女,44kg
-,-,-,-,-,-,-,灵魂KK,1477,女,-
山东省日照市涛雒,未知,1969-02-15,水瓶座,-,-,国语;,尹相杰,1478,男,-
-,澳大利亚,-,-,-,-,-,Ivoris,1479,女,-
中国台湾嘉义县,中国台湾,1966-07-30,狮子座,-,160cm,国语;,江淑娜,1480,女,45kg
-,中国,-,-,-,-,-,抚刺,1481,女,-
加利福尼亚,美国,-,-,-,-,-,Brian Crain,1482,男,-
-,中国,-,-,-,-,-,jaycd,1483,男,-
-,中国,-,-,-,-,-,老板,1484,男,-
香港,中国香港,1992-05-23,双子座,-,170cm,粤语;,吴若希,1485,女,50kg
波兰,波兰,-,金牛座,-,-,英语;,Ann Winsborn,1486,女,-
-,-,-,-,-,-,-,筱亦凡,1487,男,-
中国吉林,中国,1981-04-23,金牛座,-,188cm,国语;,关喆,1488,男,76kg
-,中国,-,-,-,-,-,Gifty,1489,女,-
日本大阪府大阪市住之江区,日本,1948-12-11,射手座,-,173cm,日语;,谷村新司,1490,男,-
-,中国,-,-,-,-,-,周泽农,1491,男,-
-,中国台湾,-,-,-,-,-,YELLOW黄宣,1492,男,-
-,中国,-,-,-,-,-,胖凯,1493,男,-
-,-,-,-,-,-,-,袁委,1494,男,-
-,-,-,-,-,-,-,什么柿,1495,女,-
-,中国,1980-08-06,狮子座,-,175cm,国语,刘旭阳,1496,男,-
-,美国,-,-,-,-,-,24KGoldn,1497,男,-
中国台湾台南县永康乡,中国台湾,1975-12-11,射手座,-,164cm,闽南语;国语,黄思婷,1498,女,49kg
台湾,中国台湾,-,天秤座,-,174cm,国语;,欧得洋,1499,男,67kg
-,-,-,-,-,-,-,倩倩,1500,女,-
中国,中国,1971-04-01,牡羊座,-,-,国语;,王童语,1501,男,-
台湾台北市,中国台湾,1981-08-24,处女座,-,182cm,英语;国语;,汪东城,1502,男,65kg
-,-,-,-,-,-,-,汤不唱,1503,男,-
-,-,-,-,-,-,-,DJ阿智,1504,男,-
-,中国,-,-,-,-,-,店铺背景音乐,1505,男,-
-,中国,1988-10-06,天平座,-,-,-,开开(赵锴羿),1506,男,-
-,韩国,-,-,-,-,-,Henry Young,1507,女,-
-,美国,-,-,-,-,-,Campsite Dream,1508,女,-
-,中国,-,-,-,-,国语,McTaiM,1509,男,-
-,美国,-,-,-,-,-,Oh The Larceny,1510,组合,-
-,未知,1993-05-05,金牛座,-,-,国语;,许靖韵,1511,女,-
加拿大蒙特利尔,加拿大,1922-01-19,魔羯座,丹·吉布森,-,英语;纯音乐;,Dan Gibson,1512,男,-
-,中国,-,-,-,-,国语;,阿鲲,1513,男,-
-,-,-,-,-,-,-,精彩威Sir,1514,男,-
-,中国,-,-,-,-,-,孙洲洲,1515,男,-
云南省普洱市,中国,1988-04-18,牡羊座,-,-,国语,朱婧汐Akini Jing,1516,女,-
中国北京市,中国,1999-07-01,巨蟹座,-,148cm,国语;,林妙可,1517,女,35kg
-,美国,-,-,-,-,-,Mackenzie Ziegler,1518,女,-
北京,中国,-,天秤座,-,182cm,国语;,刘佳,1519,男,62kg
日本大阪府吹田市,日本,1964-01-13,魔羯座,-,0,日语;纯音乐;,岸部眞明,1520,男,0
-,美国,-,-,-,-,-,Post Malone,1521,男,-
美国纽约,美国,1977-02-04,水瓶座,-,-,英语;,Gavin Degraw,1522,男,-
台北,中国台湾,1976-01-27,水瓶座,-,167cm,国语;,林心如,1523,女,48kg
美国密歇根州贝城,美国,1958-08-16,狮子座,麦当娜,164cm,英语;,Madonna,1524,女,60kg
-,中国,-,-,-,-,-,薛明煦,1525,男,-
荷兰的Breda市,荷兰,1969-01-17,魔羯座,铁斯托,-,英语;,Tiesto,1526,男,-
韩国,韩国,-,-,10厘米,-,韩语;,10CM,1527,组合,-
-,中国,-,-,-,-,国语,紫菱,1528,女,-
湖南长沙,中国,1992-01-27,水瓶座,-,158cm,国语;,童可可,1529,女,39kg
-,中国,1989-04-30,金牛座,-,-,国语;,任盈盈,1530,女,-
浙江温州（鹿城）,中国,1990-06-28,巨蟹座,-,180cm,国语;,陈学冬,1531,男,-
-,-,-,-,-,-,-,林初初,1532,女,-
-,挪威,-,-,-,-,-,SeeB,1533,组合,-
-,中国,-,-,-,-,-,罗之豪,1534,男,-
德国,德国,-,-,愚人花园,-,英语;,Fool's Garden,1535,乐队,-
-,-,-,-,-,-,-,Danny Avila,1536,男,-
-,中国,-,-,-,-,-,杨姣姣,1537,女,-
-,-,-,-,-,-,-,小猫阿也,1538,女,-
-,-,-,-,-,-,-,DJHH,1539,男,-
-,中国,-,-,-,-,-,林贝贝,1540,女,-
-,中国,-,-,-,-,-,灵魂配乐师,1541,男,-
-,-,-,-,-,-,-,超燃（0.8x）,1542,男,-
日本鹿儿岛县日置市,日本,1983-02-19,双鱼座,-,160cm,日语;,中島美嘉,1543,女,40kg
-,澳大利亚,-,-,-,-,-,饭卡,1544,男,-
美国,美国,1987-04-25,金牛座,-,172.6cm,英语;韩语;,朴宰范 (Jay Park),1545,男,60kg
中国北京,中国,1999-09-23,天平座,-,162cm,国语,宋雨琦,1546,女,-
-,中国,-,-,-,-,-,雪莲三姐妹,1547,组合,-
-,-,-,-,-,-,-,早晚晚,1548,女,-
-,日本,-,-,-,-,日语;,磯村由紀子,1549,女,-
-,中国,-,-,-,-,国语,以冬,1550,女,-
日本宫城县栗驹郡若柳町,日本,1946-03-16,双鱼座,-,-,纯音乐;,姫神,1551,男,-
-,-,-,-,-,-,英语;,Tiggy,1552,女,-
-,-,-,-,-,-,-,Far Out,1553,男,-
中国辽宁营口,中国,-,水瓶座,-,180cm,国语;,徐靖博,1554,男,68kg
中国,中国,-,-,-,-,纯音乐;,付娜,1555,女,-
河南省新乡市牧野村,中国,1953-11-06,天蝎座,-,-,国语;,关牧村,1556,女,-
韩国,韩国,-,-,乌龟组合,-,韩语;,Turtles,1557,组合,-
-,中国,-,-,-,-,-,林树豪,1558,男,-
-,中国,-,-,-,-,-,余丰旋,1559,男,-
-,中国,-,-,-,-,-,西二,1560,女,-
-,美国,-,-,-,-,-,Seraphine,1561,女,-
台湾省彰化县,中国台湾,1964-05-09,金牛座,-,-,闽南语;,翁立友,1562,男,-
韩国,韩国,2011-04-19,牡羊座,-,-,韩语;,Apink,1563,组合,-
英国伦敦,英国,-,-,-,-,英语;,The XX,1564,乐队,-
-,中国,-,-,-,-,-,林小雪,1565,女,-
-,荷兰,-,-,-,-,-,Burak Yeter,1566,男,-
-,中国,1993-01-27,水瓶座,-,-,-,马思唯,1567,男,-
-,美国,-,-,-,-,英语,The Score,1568,组合,-
罗马尼亚曼加利亚,罗马尼亚,1986-10-16,天秤座,茵娜,-,英语;,Inna,1569,女,-
中国香港,中国香港,1949-03-27,牡羊座,-,-,国语;粤语;,关正杰,1570,男,-
仁寿,中国,1992-12-24,摩羯座,-,162cm,-,李梦瑶,1571,女,-
-,-,-,-,-,-,-,Fatrik,1572,男,-
-,-,-,-,-,-,-,DVRST,1573,组合,-
-,中国,-,-,-,-,-,邱伍里,1574,男,-
湖北,中国,-,-,-,-,-,顾飞鸿,1575,男,-
-,中国,-,-,-,-,-,夏以岛,1576,女,-
-,-,-,-,-,-,-,高高在这呢,1577,女,-
韩国京畿道始兴市,韩国,1992-09-21,处女座,金钟大,178cm,韩语,CHEN[EXO],1578,男,62kg
-,中国,-,-,-,-,-,梁倩雨,1579,女,-
中国山东平度固山,中国,1973-08-22,狮子座,-,164cm,国语;,何静,1580,女,45kg
-,中国,-,-,-,-,-,我杀猪了 (何浪Ciel),1581,男,-
黑龙江省齐齐哈尔,中国,-,-,-,-,-,梁龙,1582,男,-
-,-,-,-,-,-,-,ovg!,1583,男,-
-,中国,-,-,-,-,-,萌小猫,1584,女,-
-,-,-,-,-,-,-,Jordann,1585,男,-
吉林,中国,1993-01-12,摩羯座,-,-,-,高嘉朗,1586,男,-
黑龙江齐齐哈尔,中国,-,-,-,-,国语;,沈腾,1587,男,-
-,中国,-,-,-,-,-,何雅楠,1588,女,-
美国得克萨斯州的达拉斯,美国,1992-08-20,狮子座,黛米·洛瓦托,160cm,英语;,Demi Lovato,1589,女,-
广东,中国,-,狮子座,-,170cm,国语;粤语;,赖伟锋,1590,男,50kg
-,美国,-,-,Justin Blau,-,-,3LAU,1591,男,-
-,中国,-,-,-,-,-,周依然,1592,女,-
-,日本,-,-,-,-,-,ボイジャー,1593,组合,-
