address,area,contacts,detail_url,id,price,title
管南片 2万买永威阔3居 品牌开发 享受一级永威物业服务,永威城,王敬男,https://zz.esf.fang.com/chushou/3_183800716.htm,284,122万, 管南片 2万买永威阔3居 品牌开发 享受一级永威物业服务
优胜花园 3室2厅 130.84平,优胜花园,江桥,https://zz.esf.fang.com/chushou/3_183858927.htm,285,252万, 优胜花园 3室2厅 130.84平
金水区二环 高品质大平层 万达公馆正弘城 看房方便 诚心,万达公馆,黄应志,https://zz.esf.fang.com/chushou/3_183859573.htm,286,700万, 金水区二环 高品质大平层 万达公馆正弘城 看房方便 诚心
小乔地铁口首付无压力剩余全部贷款单价5800起核心位置,龙湖御景,井有福,https://zz.esf.fang.com/chushou/3_183859964.htm,287,55万, 小乔地铁口首付无压力剩余全部贷款单价5800起核心位置
"机会就一次,朋友!不要让好房再次错过,郑晓燕真实",中海如园|悦熙,郑晓燕,https://zz.esf.fang.com/chushou/3_183876165.htm,288,220万," 机会就一次,朋友!不要让好房再次错过,郑晓燕真实"
"急售 新装未住 三房两卫 可做婚房 好楼层 央企开发,",保利金茂时光悦,孙赞赞,https://zz.esf.fang.com/chushou/3_183826481.htm,289,73万," 急售 新装未住 三房两卫 可做婚房 好楼层 央企开发,"
豫军长基花园 3室1厅 102.65平,豫军长基花园,江桥,https://zz.esf.fang.com/chushou/3_183857749.htm,290,103万, 豫军长基花园 3室1厅 102.65平
高铁旁地鉄口 绿城准现房 单价16XXX 交房倒计时5个月,绿城·诚园,黄应志,https://zz.esf.fang.com/chushou/3_183820237.htm,291,189万, 高铁旁地鉄口 绿城准现房 单价16XXX 交房倒计时5个月
开祥天下城 2室2厅 97.43平,天下城,江桥,https://zz.esf.fang.com/chushou/3_183850412.htm,292,263万, 开祥天下城 2室2厅 97.43平
省中医院 · 明天花园 · 3室 · 2厅,明天花园,武守豪,https://zz.esf.fang.com/chushou/3_183867590.htm,293,112万, 省中医院 · 明天花园 · 3室 · 2厅
金沙湖高尔夫观邸 4室2厅 带两个车位 正对湖中心,金沙湖高尔夫观邸,江桥,https://zz.esf.fang.com/chushou/3_183876200.htm,294,436万, 金沙湖高尔夫观邸 4室2厅 带两个车位 正对湖中心
高新核心 地铁口现房朗悦开发品质大盘送车位省郑州,朗悦公园府,孙赞赞,https://zz.esf.fang.com/chushou/3_183872199.htm,295,115万, 高新核心 地铁口现房朗悦开发品质大盘送车位省郑州
"新上南北通透边户三室,美景鸿城二期 双气 89平加送面积",美景鸿城二期鸿图,张建文,https://zz.esf.fang.com/chushou/3_183817657.htm,296,107万," 新上南北通透边户三室,美景鸿城二期 双气 89平加送面积"
丰乐花苑 3室1厅 多层三楼,丰乐花苑,江桥,https://zz.esf.fang.com/chushou/3_183863323.htm,297,125万, 丰乐花苑 3室1厅 多层三楼
金水区东风路天明路建业森林半岛 4室2厅,建业森林半岛,江桥,https://zz.esf.fang.com/chushou/3_183868307.htm,298,299万, 金水区东风路天明路建业森林半岛 4室2厅
美景麟起城一号院 3室1厅 89.63平,美景麟起城,江桥,https://zz.esf.fang.com/chushou/3_183873796.htm,299,120万, 美景麟起城一号院 3室1厅 89.63平
姿华文雅新世界二期 3室2厅 107.46平,文雅新世界二期,江桥,https://zz.esf.fang.com/chushou/3_183860851.htm,300,120万, 姿华文雅新世界二期 3室2厅 107.46平
东区CBD宝龙广场旁 精装修南北通透大两房 急售随时可看房子,顺驰第一大街舒水湾,高原青,https://zz.esf.fang.com/chushou/3_183854721.htm,301,185万, 东区CBD宝龙广场旁 精装修南北通透大两房 急售随时可看房子
紫檀华都北院 3室2厅 119.35平,紫檀华都,江桥,https://zz.esf.fang.com/chushou/3_183852452.htm,302,220万, 紫檀华都北院 3室2厅 119.35平
华润悦府 3室2厅 175.01平,华润悦府,江桥,https://zz.esf.fang.com/chushou/3_183870860.htm,303,380万, 华润悦府 3室2厅 175.01平
南向采光好 房龄新 双卫生间 购物方便 近地铁 精装好房,华储佳苑,张建文,https://zz.esf.fang.com/chushou/3_183818304.htm,304,165万, 南向采光好 房龄新 双卫生间 购物方便 近地铁 精装好房
金盾未来花园 带电梯 产权清晰 满五 朝南 临地铁,金盾未来花园,张建文,https://zz.esf.fang.com/chushou/3_183818240.htm,305,153万, 金盾未来花园 带电梯 产权清晰 满五 朝南 临地铁
北龙湖地铁4号线旁 雅居乐叠墅复式 全新装修未入住 急售随时,雅居乐御宾府,高原青,https://zz.esf.fang.com/chushou/3_183860973.htm,306,759万, 北龙湖地铁4号线旁 雅居乐叠墅复式 全新装修未入住 急售随时
新房源 边户270平大花园 低市场价200万 3车位鸿园别墅,鸿园别墅,孙赞赞,https://zz.esf.fang.com/chushou/10_183872229.htm,307,930万, 新房源 边户270平大花园 低市场价200万 3车位鸿园别墅
"当龙之梦东苑的出现,是又一次而响亮的音符 !!",普罗旺世龙之梦,李庆孟,https://zz.esf.fang.com/chushou/3_183854378.htm,308,345万," 当龙之梦东苑的出现,是又一次而响亮的音符 !!"
首付2万买现房洋房 剩余全贷款 单价6XXX 高得房率,澳海云澜赋,王敬男,https://zz.esf.fang.com/chushou/3_183796649.htm,309,73万, 首付2万买现房洋房 剩余全贷款 单价6XXX 高得房率
"外国语走路10,豫航泊郡旁中义·阿卡迪亚",中义阿卡迪亚,李庆孟,https://zz.esf.fang.com/chushou/3_183856203.htm,310,386万," 外国语走路10,豫航泊郡旁中义·阿卡迪亚"
单价3.4急售临河洋房)满二无杂税 推窗碧波满眼 不临街安静,正商善水上境,何一波,https://zz.esf.fang.com/chushou/3_183856072.htm,311,680万, 单价3.4急售临河洋房)满二无杂税 推窗碧波满眼 不临街安静
航空港区永威品质 核心位置 地铁口 旁 8000清盘价,兴港永威·和园,刘国珍,https://zz.esf.fang.com/chushou/3_183837367.htm,312,104万, 航空港区永威品质 核心位置 地铁口 旁 8000清盘价
"不懂得怎么买房的我们,还以为观望就是传说,您遇过这源吗",正商世纪港湾,刘军,https://zz.esf.fang.com/chushou/3_183860054.htm,313,85万," 不懂得怎么买房的我们,还以为观望就是传说,您遇过这源吗"
文化路1小和省實驗中學 金水城芯 万达正弘城双气两房,英地天骄华庭一期,许兵建,https://zz.esf.fang.com/chushou/3_183843966.htm,314,165万, 文化路1小和省實驗中學 金水城芯 万达正弘城双气两房
华润悦府4居室观景楼层环境优美统一装修居住舒适,华润悦府,黄应志,https://zz.esf.fang.com/chushou/3_183819366.htm,315,390万, 华润悦府4居室观景楼层环境优美统一装修居住舒适
南三环地铁口陇西小學双校特价9999一平不分楼层买到,泰宏建业国际城,刘国珍,https://zz.esf.fang.com/chushou/3_183836392.htm,316,89万, 南三环地铁口陇西小學双校特价9999一平不分楼层买到
"美景麟起城,省装修,前方贾鲁河无遮挡,看房随时,",美景麟起城,江桥,https://zz.esf.fang.com/chushou/3_183871809.htm,317,101万," 美景麟起城,省装修,前方贾鲁河无遮挡,看房随时,"
多+幸福空间?健康生活日日上演和昌悦澜北苑,和昌悦澜,刘军,https://zz.esf.fang.com/chushou/3_183860046.htm,318,126万, 多+幸福空间?健康生活日日上演和昌悦澜北苑
"刚降价!美景鸿城二期 89平加送9平,南向 精装修三室",美景鸿城二期鸿图,张建文,https://zz.esf.fang.com/chushou/3_183818235.htm,319,104万," 刚降价!美景鸿城二期 89平加送9平,南向 精装修三室"
"银基顶复,地铁一号线,落地窗大露台,产权清晰。",银基王朝,吕龙吉,https://zz.esf.fang.com/chushou/3_183842218.htm,320,495万," 银基顶复,地铁一号线,落地窗大露台,产权清晰。"
北龙湖南岸 中海九号公馆四房一楼带三边花园 送两个车位有钥匙,中海九号公馆住宅,高原青,https://zz.esf.fang.com/chushou/3_183842940.htm,321,839万, 北龙湖南岸 中海九号公馆四房一楼带三边花园 送两个车位有钥匙
北龙湖东运河公园旁 兰溪上苑毛坯大四房 满两年有钥匙随时看房,兰溪上苑,高原青,https://zz.esf.fang.com/chushou/3_183852382.htm,322,659万, 北龙湖东运河公园旁 兰溪上苑毛坯大四房 满两年有钥匙随时看房
福塔旁地铁口 准现房单价一万一 买河景小3房 国企开发,阳光城,孙赞赞,https://zz.esf.fang.com/chushou/3_183853970.htm,323,99万, 福塔旁地铁口 准现房单价一万一 买河景小3房 国企开发
北龙湖茉莉公馆161平精装现房 楼层 南北通透全款更名,茉莉公馆,何一波,https://zz.esf.fang.com/chushou/3_183866305.htm,324,560万, 北龙湖茉莉公馆161平精装现房 楼层 南北通透全款更名
枪!滨河新区 买融侨地鉄房 上外国语 特价13XXX,融侨雅筑,王敬男,https://zz.esf.fang.com/chushou/3_183794861.htm,325,118万, 枪!滨河新区 买融侨地鉄房 上外国语 特价13XXX
北龙湖亚新茉莉公馆精装边户一二楼带200平三边花园带双层地下,茉莉公馆,高原青,https://zz.esf.fang.com/chushou/3_183869321.htm,326,1299万, 北龙湖亚新茉莉公馆精装边户一二楼带200平三边花园带双层地下
"金水主城明星项目,高品质交付",美盛教育港湾,张建文,https://zz.esf.fang.com/chushou/3_183819164.htm,327,188万," 金水主城明星项目,高品质交付"
"诚心出售,随时看房 企业力荐诚意出售",万科大都会,张建文,https://zz.esf.fang.com/chushou/3_183818129.htm,328,90万," 诚心出售,随时看房 企业力荐诚意出售"
一线临河观景 单价不到2万)满五唯壹仅契税 俯瞰北龙湖有车位,鲁能公馆,何一波,https://zz.esf.fang.com/chushou/3_183851409.htm,329,320万, 一线临河观景 单价不到2万)满五唯壹仅契税 俯瞰北龙湖有车位
民航路 地铁口 满五 诚心出售,银基王朝,吕龙吉,https://zz.esf.fang.com/chushou/3_183789134.htm,330,200万, 民航路 地铁口 满五 诚心出售
三环内 16年小区 精装2居 满五年唯壹 临公园 近地铁,开祥御龙城,江桥,https://zz.esf.fang.com/chushou/3_183860720.htm,331,109万, 三环内 16年小区 精装2居 满五年唯壹 临公园 近地铁
"三环内地铁口,大学科技园旁,满五,大三房",全威花园,高艳超,https://zz.esf.fang.com/chushou/3_183841961.htm,332,115万," 三环内地铁口,大学科技园旁,满五,大三房"
永威城 通透两房 满五 随时看房,永威枫香庭西院,王铁彦,https://zz.esf.fang.com/chushou/3_183815405.htm,333,90万, 永威城 通透两房 满五 随时看房
"郑东新区,龙子湖,省委大院,广电天韵,大3房,双气,南北通透",广电天韵,莫海蛟,https://zz.esf.fang.com/chushou/3_183831327.htm,334,335万," 郑东新区,龙子湖,省委大院,广电天韵,大3房,双气,南北通透"
"好房要享受,不要忍受,为了您和您的,赶快行动吧",郑地新港华苑,莫海蛟,https://zz.esf.fang.com/chushou/3_183831352.htm,335,144万," 好房要享受,不要忍受,为了您和您的,赶快行动吧"
急售四房可贷款双气可停车步梯中层小区环境优美,省新闻出版局88号院,南金博,https://zz.esf.fang.com/chushou/3_183851846.htm,336,142万, 急售四房可贷款双气可停车步梯中层小区环境优美
单价1.8精装四房)杨金片区必看房源 带会所准现房,鲁能公馆,何一波,https://zz.esf.fang.com/chushou/3_183854903.htm,337,275万, 单价1.8精装四房)杨金片区必看房源 带会所准现房
三环内 中原区 万科精装大平层 单价17XXX 上茗校,万科山河道,王敬男,https://zz.esf.fang.com/chushou/3_183796628.htm,338,299万, 三环内 中原区 万科精装大平层 单价17XXX 上茗校
三全路私房急售!普通住宅瀚宇天悦城一期108.49平,瀚宇天悦城,刘军,https://zz.esf.fang.com/chushou/3_183855723.htm,339,169.3万, 三全路私房急售!普通住宅瀚宇天悦城一期108.49平
"5室2厅,随时可看房。 碧桂园豫府",碧桂园·豫府,王凯,https://zz.esf.fang.com/chushou/3_183731238.htm,340,3685万," 5室2厅,随时可看房。 碧桂园豫府"
单价2.5新出北龙湖必看好房)不临街无杂税 出门公园有车位,恒大悦龙台,何一波,https://zz.esf.fang.com/chushou/3_183855463.htm,341,410万, 单价2.5新出北龙湖必看好房)不临街无杂税 出门公园有车位
",房型正气,房东挥泪大甩卖,你懂的快点来吧!!",普罗旺世波特兰,鲁功敏,https://zz.esf.fang.com/chushou/3_183845236.htm,342,109万," ,房型正气,房东挥泪大甩卖,你懂的快点来吧!!"
"正商明钻,三面朝南,精装双气两房,采光好,视野宽阔",正商明钻一期,高艳超,https://zz.esf.fang.com/chushou/3_183830807.htm,343,85万," 正商明钻,三面朝南,精装双气两房,采光好,视野宽阔"
华润悦府 4室2厅 210.33平,华润悦府,黄应志,https://zz.esf.fang.com/chushou/3_183859330.htm,344,450万, 华润悦府 4室2厅 210.33平
金水主城临湖观景 美盛金水印精装 楼下双地铁 东风渠大型市政,美盛教育港湾,黄应志,https://zz.esf.fang.com/chushou/3_183801250.htm,345,345万, 金水主城临湖观景 美盛金水印精装 楼下双地铁 东风渠大型市政
",汇泉城一号院,户型方正,您值得拥有",汇泉西悦城11号院,赵献俊,https://zz.esf.fang.com/chushou/3_183862789.htm,346,75万," ,汇泉城一号院,户型方正,您值得拥有"
北龙湖银河丹堤临河一楼带南北花园 业主去外地急售随时可看房,银河丹堤,高原青,https://zz.esf.fang.com/chushou/3_183869738.htm,347,356万, 北龙湖银河丹堤临河一楼带南北花园 业主去外地急售随时可看房
熙地港旁 闹中取静 别墅小洋房 满五,古德佳苑,许兵建,https://zz.esf.fang.com/chushou/3_183875855.htm,348,229.9万, 熙地港旁 闹中取静 别墅小洋房 满五
南二环 次新小区 人车分流 双气 创新街 郑州四中双地铁,盛澳金尊府,曹亚洲,https://zz.esf.fang.com/chushou/3_183843557.htm,349,180万, 南二环 次新小区 人车分流 双气 创新街 郑州四中双地铁
"万林府叁号院,,150万元,价格便宜,诚心卖!",万林府一号院,刘军,https://zz.esf.fang.com/chushou/3_183856036.htm,350,150万," 万林府叁号院,,150万元,价格便宜,诚心卖!"
大厅挑高5米 认识的人都羡慕你住在宫殿中,泰宏阳光和苑,赵文龙,https://zz.esf.fang.com/chushou/3_183815242.htm,351,313万, 大厅挑高5米 认识的人都羡慕你住在宫殿中
"华瑞紫金嘉苑采光超好,舒适小区,舒心的家,性价比高",华瑞紫金嘉苑,袁艳菊,https://zz.esf.fang.com/chushou/3_183838150.htm,352,142万," 华瑞紫金嘉苑采光超好,舒适小区,舒心的家,性价比高"
开祥御龙城 3室1厅 88.92平,开祥御龙城,江桥,https://zz.esf.fang.com/chushou/3_183852100.htm,353,102万, 开祥御龙城 3室1厅 88.92平
开祥天下城 3室2厅 5.36平,天下城,江桥,https://zz.esf.fang.com/chushou/3_183863607.htm,354,330万, 开祥天下城 3室2厅 5.36平
优胜花园 3室2厅 143.45平,优胜花园,江桥,https://zz.esf.fang.com/chushou/3_183857806.htm,355,290万, 优胜花园 3室2厅 143.45平
优胜花园 2室2厅 97.29平,优胜花园,江桥,https://zz.esf.fang.com/chushou/3_183855818.htm,356,215万, 优胜花园 2室2厅 97.29平
三环现房9999一平 地铁口300米 品质小区 人车分流,泰宏建业国际城,孙赞赞,https://zz.esf.fang.com/chushou/3_183854628.htm,357,99万, 三环现房9999一平 地铁口300米 品质小区 人车分流
金水主城 精装纯改善 双地铁 双學区 楼下东风渠 大平层,美盛教育港湾,许兵建,https://zz.esf.fang.com/chushou/3_183859607.htm,358,430万, 金水主城 精装纯改善 双地铁 双學区 楼下东风渠 大平层
三环内 學区房送车位 1万买现房 剩余全贷款 单价 9XXX,东原阅城,王敬男,https://zz.esf.fang.com/chushou/3_183794985.htm,359,109.9万, 三环内 學区房送车位 1万买现房 剩余全贷款 单价 9XXX
西三环 高新万达旁 城 华中师范 均价115xx,谦祥·世茂万华城,孙柯,https://zz.esf.fang.com/chushou/3_183337533.htm,360,83万, 西三环 高新万达旁 城 华中师范 均价115xx
北龙湖兰溪上苑 新出稀缺毛坯三房 诚心出售 随时可以看房,兰溪上苑,赵文龙,https://zz.esf.fang.com/chushou/3_183760414.htm,361,550万, 北龙湖兰溪上苑 新出稀缺毛坯三房 诚心出售 随时可以看房
4号线地铁口 南北通透大三房 随时欢迎看房 小区蕞优质一套,美景美境,赵玺,https://zz.esf.fang.com/chushou/3_183858615.htm,362,182万, 4号线地铁口 南北通透大三房 随时欢迎看房 小区蕞优质一套
"东原阅城今年买今年住。准现房签约省,三环边有地鉄 随时看房",东原阅城,赵玺,https://zz.esf.fang.com/chushou/3_183851583.htm,363,99万," 东原阅城今年买今年住。准现房签约省,三环边有地鉄 随时看房"
万科美景世玠 满二 电梯房 南北通透 采光好 周边商圈成熟,万科美景世玠,孙赞赞,https://zz.esf.fang.com/chushou/3_183872206.htm,364,650万, 万科美景世玠 满二 电梯房 南北通透 采光好 周边商圈成熟
首付2万买现房洋房 剩余全贷款 单价7XXX 高得房率,澳海云澜赋,孙赞赞,https://zz.esf.fang.com/chushou/3_183854009.htm,365,90万, 首付2万买现房洋房 剩余全贷款 单价7XXX 高得房率
家天下 2室2厅 86平,家天下,江桥,https://zz.esf.fang.com/chushou/3_183856362.htm,366,95万, 家天下 2室2厅 86平
次新小区 中间楼层采光好 双卫生间 电梯房 商品房 满二,永威书香庭,张建文,https://zz.esf.fang.com/chushou/3_183818485.htm,367,152万, 次新小区 中间楼层采光好 双卫生间 电梯房 商品房 满二
北龙湖东 省委家属院 毛坯大三房 满两年 急售随时可看房子,双湖花园,高原青,https://zz.esf.fang.com/chushou/3_183842398.htm,368,349万, 北龙湖东 省委家属院 毛坯大三房 满两年 急售随时可看房子
高档小区 人文荟萃 高品质的象征 体验奢华生活,中凯华府,李庆孟,https://zz.esf.fang.com/chushou/3_183856179.htm,369,166万, 高档小区 人文荟萃 高品质的象征 体验奢华生活
华发峰景湾滨河国企 地铁口精装准现房 上郑外14000,华发峰景湾,刘国珍,https://zz.esf.fang.com/chushou/3_183836635.htm,370,150万, 华发峰景湾滨河国企 地铁口精装准现房 上郑外14000
华润置地悦玺 3室2厅 117.75平 看房有密码,华润悦玺,江桥,https://zz.esf.fang.com/chushou/3_183865440.htm,371,169万, 华润置地悦玺 3室2厅 117.75平 看房有密码
中原区建设路铁炉双地鉄口赠送地下产权车位看房方便,裕华城,赵玺,https://zz.esf.fang.com/chushou/3_183868546.htm,372,88万, 中原区建设路铁炉双地鉄口赠送地下产权车位看房方便
南四环地鉄口 单价89XX 送车位 送装修 今年买今年住,碧桂园时代城,刘国珍,https://zz.esf.fang.com/chushou/3_183837415.htm,373,85万, 南四环地鉄口 单价89XX 送车位 送装修 今年买今年住
普罗旺世波特兰捡漏房源 低于市场价 配套成熟 价格可谈!,普罗旺世六期,赵玺,https://zz.esf.fang.com/chushou/3_183858279.htm,374,122万, 普罗旺世波特兰捡漏房源 低于市场价 配套成熟 价格可谈!
"诚心出售,随时看房 企业力荐诚意出售",万科大都会,张建文,https://zz.esf.fang.com/chushou/3_183818129.htm,375,90万," 诚心出售,随时看房 企业力荐诚意出售"
东风路 丰庆路 省中医院旁 建业森林半岛 3室2厅,建业森林半岛,江桥,https://zz.esf.fang.com/chushou/3_183869070.htm,376,269万, 东风路 丰庆路 省中医院旁 建业森林半岛 3室2厅
南三环 精装现房 单价5XXX 送车位 低于周边价,路劲正荣·悦东园,孙赞赞,https://zz.esf.fang.com/chushou/3_183853982.htm,377,53.5万, 南三环 精装现房 单价5XXX 送车位 低于周边价
二环内 牧歌外国语旁 世纪欢乐园 电梯双卫三房 价位可谈,富田太阳城二期,张建文,https://zz.esf.fang.com/chushou/3_183818207.htm,378,97万, 二环内 牧歌外国语旁 世纪欢乐园 电梯双卫三房 价位可谈
富田城九鼎公馆三号院 交通便利 近地铁 有电梯 商品房,富田城九鼎公馆三号院,张建文,https://zz.esf.fang.com/chushou/3_183818837.htm,379,156万, 富田城九鼎公馆三号院 交通便利 近地铁 有电梯 商品房
融创金水府 4室2厅2卫 毛坯 355万元,融创金林金水府,吕龙吉,https://zz.esf.fang.com/chushou/3_183840876.htm,380,355万, 融创金水府 4室2厅2卫 毛坯 355万元
此房原为结婚而备 为结婚而装 现因离开而售 寻找缘人,正商家河家,刘军,https://zz.esf.fang.com/chushou/3_183856869.htm,381,112万, 此房原为结婚而备 为结婚而装 现因离开而售 寻找缘人
阳光城5号院 电梯房 满五 商品房 近地铁 商圈成熟,阳光城5号院,张建文,https://zz.esf.fang.com/chushou/3_183819080.htm,382,160万, 阳光城5号院 电梯房 满五 商品房 近地铁 商圈成熟
"低密小高层欧式精装修朝南,两梯四户",伟业栖岸,吕龙吉,https://zz.esf.fang.com/chushou/3_183858092.htm,383,105万," 低密小高层欧式精装修朝南,两梯四户"
大正水晶森林 3室2厅 朝南 137平 精装修 看房方便 有,大正水晶森林,赵玺,https://zz.esf.fang.com/chushou/3_183858285.htm,384,156万, 大正水晶森林 3室2厅 朝南 137平 精装修 看房方便 有
金水区 华瑞紫金嘉苑双气小三房 好楼层 人车分流小区 业主急,华瑞紫金嘉苑,黄应志,https://zz.esf.fang.com/chushou/3_183773777.htm,385,143万, 金水区 华瑞紫金嘉苑双气小三房 好楼层 人车分流小区 业主急
北龙湖西岸 错层精装小别墅 南向大花园 有车位 近地铁随时看,21世纪社区湖左岸,许兵建,https://zz.esf.fang.com/chushou/3_183870646.htm,386,249万, 北龙湖西岸 错层精装小别墅 南向大花园 有车位 近地铁随时看
郑东新区 老经开绿城诚园 清盘特价14400-16000 有,绿城·诚园,黄应志,https://zz.esf.fang.com/chushou/3_183854967.htm,387,184万, 郑东新区 老经开绿城诚园 清盘特价14400-16000 有
"政策在变,服务不变,好房急售,如若心动不如行动...",融创城开瓏府,刘军,https://zz.esf.fang.com/chushou/3_183855992.htm,388,101万," 政策在变,服务不变,好房急售,如若心动不如行动..."
天上其实每天都在掉馅饼!这样的价格你犹豫就没了,瀚宇天悦,刘军,https://zz.esf.fang.com/chushou/3_183855621.htm,389,178万, 天上其实每天都在掉馅饼!这样的价格你犹豫就没了
惠济区 正商河峪州 现房洋房89平三房 特价9500,正商河峪洲,黄应志,https://zz.esf.fang.com/chushou/3_183132066.htm,390,72万, 惠济区 正商河峪州 现房洋房89平三房 特价9500
金水北 瀚宇天悦城 楼下地铁四号线+7号线 一墙之隔龙门路实,瀚宇天悦城,黄应志,https://zz.esf.fang.com/chushou/3_183854772.htm,391,202万, 金水北 瀚宇天悦城 楼下地铁四号线+7号线 一墙之隔龙门路实
中原华侨城送车位送物业费地铁口现房洋房双气价格可谈着急卖,中原华侨城,王宇飞,https://zz.esf.fang.com/chushou/3_183841312.htm,392,115万, 中原华侨城送车位送物业费地铁口现房洋房双气价格可谈着急卖
万达旁 标准小2房 首付5万买地鉄口學区房 单价1.1,谦祥·世茂万华城,王敬男,https://zz.esf.fang.com/chushou/3_183702042.htm,393,68万, 万达旁 标准小2房 首付5万买地鉄口學区房 单价1.1
融创金水府采光无遮挡 次新小区 人车分流 业主诚售 随时可看,融创金林金水府,韩雯雯,https://zz.esf.fang.com/chushou/3_183761024.htm,394,206万, 融创金水府采光无遮挡 次新小区 人车分流 业主诚售 随时可看
"东区旁的次新小区,中间位置,采光好,诚心出售",常绿东风宸苑,许兵建,https://zz.esf.fang.com/chushou/3_183840802.htm,395,203万," 东区旁的次新小区,中间位置,采光好,诚心出售"
"低价抛售、标题俗、价格俗、可房源不俗,等什么呢?",郑州绿都城,孟曼曼,https://zz.esf.fang.com/chushou/3_183846443.htm,396,81.9万," 低价抛售、标题俗、价格俗、可房源不俗,等什么呢?"
金水府 2021次新小区精装修三开间朝南 户型南北通透,融创金林金水府,吕龙吉,https://zz.esf.fang.com/chushou/3_183840921.htm,397,395万, 金水府 2021次新小区精装修三开间朝南 户型南北通透
绿地老街 居住密度低 近医院 近地铁 有电梯 正规商品房,老街绿地郑东新苑1期,赵文龙,https://zz.esf.fang.com/chushou/3_183843115.htm,398,288万, 绿地老街 居住密度低 近医院 近地铁 有电梯 正规商品房
宏光揽境 2室2厅1卫 毛坯 180万元 89平米,宏光揽境,赵文龙,https://zz.esf.fang.com/chushou/3_183760856.htm,399,180万, 宏光揽境 2室2厅1卫 毛坯 180万元 89平米
直降五万!万科特价房源低价捡漏!,万科城,孙赞赞,https://zz.esf.fang.com/chushou/3_183872160.htm,400,130万, 直降五万!万科特价房源低价捡漏!
省医旁 五号线地铁口 经三路家属院满五年 双气 随时看房,燃料公司家属院,许兵建,https://zz.esf.fang.com/chushou/3_183873940.htm,401,98万, 省医旁 五号线地铁口 经三路家属院满五年 双气 随时看房
"新上房源,郑州绿都城,经理,",郑州绿都城,孟曼曼,https://zz.esf.fang.com/chushou/3_183859232.htm,402,88万," 新上房源,郑州绿都城,经理,"
高铁东站临河观景 中豪汇景湾精装小三房送10平 急售随时看房,中豪汇景湾,高原青,https://zz.esf.fang.com/chushou/3_183843112.htm,403,219万, 高铁东站临河观景 中豪汇景湾精装小三房送10平 急售随时看房
"小高层 叠拼 准现房 地铁口,性价比高 一楼带院 带楼台",绿都·九州雅叙,孙赞赞,https://zz.esf.fang.com/chushou/3_183854020.htm,404,112万," 小高层 叠拼 准现房 地铁口,性价比高 一楼带院 带楼台"
"房东急需用钱,便宜出售丰庆佳苑92.86平精装修",丰庆佳苑,袁艳菊,https://zz.esf.fang.com/chushou/3_183837694.htm,405,109万," 房东急需用钱,便宜出售丰庆佳苑92.86平精装修"
急售单价2.5北龙湖全新精装有车位)不临路 视野开阔 无杂税,恒大悦龙台,何一波,https://zz.esf.fang.com/chushou/3_183857197.htm,406,407万, 急售单价2.5北龙湖全新精装有车位)不临路 视野开阔 无杂税
"满五年不,一楼带院,小区中间位置,四居室",中义阿卡迪亚,许兵建,https://zz.esf.fang.com/chushou/3_183855372.htm,407,490万," 满五年不,一楼带院,小区中间位置,四居室"
"诚意卖的业主,价格比较给力,.。。。。。",美盛教育港湾,袁艳菊,https://zz.esf.fang.com/chushou/3_183837688.htm,408,251万," 诚意卖的业主,价格比较给力,.。。。。。"
"急售!金辉滨河云筑地铁口,现房,诚心出售,税满二价格可大谈",金辉滨河云著,曹亚洲,https://zz.esf.fang.com/chushou/3_183843545.htm,409,320万," 急售!金辉滨河云筑地铁口,现房,诚心出售,税满二价格可大谈"
"急售房屋,72万元的,急急急 !!",天伦水晶城,刘军,https://zz.esf.fang.com/chushou/3_183855710.htm,410,72万," 急售房屋,72万元的,急急急 !!"
户型好采光不错 小区环境干净整洁,民航家属院,许兵建,https://zz.esf.fang.com/chushou/3_183867968.htm,411,114万, 户型好采光不错 小区环境干净整洁
龙子湖旁 首付5万买阔3居 低容积率 上优胜路小學,瀚海尔湾,王敬男,https://zz.esf.fang.com/chushou/3_183796654.htm,412,185万, 龙子湖旁 首付5万买阔3居 低容积率 上优胜路小學
"天琴湾南北通透三房,小区中间位置,无遮挡,业主诚心出售!",碧桂园天琴湾,何一波,https://zz.esf.fang.com/chushou/3_183850948.htm,413,245万," 天琴湾南北通透三房,小区中间位置,无遮挡,业主诚心出售!"
"在寂静中品味,在喧闹中生活,此房深情并茂!!稀缺超低价",华瑞紫金嘉苑,鲁功敏,https://zz.esf.fang.com/chushou/3_183835379.htm,414,145万," 在寂静中品味,在喧闹中生活,此房深情并茂!!稀缺超低价"
"捡漏啦!北港团购房!单价71xx买精装!双地铁环绕,2万订房",豫发白鹭源春晓,刘国珍,https://zz.esf.fang.com/chushou/3_183837307.htm,415,65万," 捡漏啦!北港团购房!单价71xx买精装!双地铁环绕,2万订房"
"翠园熙雅苑,经典户型,隆重推出,价格给力哦",名门翠园,鲁功敏,https://zz.esf.fang.com/chushou/3_183835018.htm,416,154万," 翠园熙雅苑,经典户型,隆重推出,价格给力哦"
"此房满两年,无贷款无抵押,交易快,精装修",金科城,徐庆芳,https://zz.esf.fang.com/chushou/3_183857630.htm,417,206万," 此房满两年,无贷款无抵押,交易快,精装修"
高新区科學大道 须水河旁三房 外国语 地铁口 大正水晶森林,大正水晶森林,赵玺,https://zz.esf.fang.com/chushou/3_183858282.htm,418,110万, 高新区科學大道 须水河旁三房 外国语 地铁口 大正水晶森林
