chaoxiang,danjia,id,loucheng,mianji,score,shape,zhuangxiu
南北,9800元/平米,4544,中层,94.9平米,7.7,3室2厅2卫,精装修
南北,10613元/平米,4547,中层,108.36平米,7.3,3室2厅2卫,精装修
南,36111元/平米,4548,底层,216平米,7.7,4室3厅5卫,毛坯
南,12319元/平米,4552,中层,138平米,7.2,3室2厅2卫,精装修
南北,6810元/平米,4562,中层,129.22平米,7.7,3室2厅2卫,精装修
南北,63920元/平米,4563,底层,176平米,8.8,3室2厅3卫,精装修
南,12898元/平米,4564,中层,145.76平米,7.4,4室2厅2卫,精装修
南,10755元/平米,4575,中层,53平米,7.8,1室1厅1卫,精装修
南,17034元/平米,4579,低层,88.06平米,8.5,3室1厅1卫,中装修
南北,10083元/平米,4583,高层,233.07平米,7.9,4室2厅3卫,精装修
西南,16445元/平米,4585,低层,139.86平米,8.6,4室2厅2卫,中装修
南北,20144元/平米,4588,中层,188.64平米,8.6,4室2厅3卫,精装修
南,8864元/平米,4595,高层,84.61平米,7.2,2室2厅1卫,精装修
南,11224元/平米,4597,低层,98平米,7.3,3室2厅2卫,精装修
南,19496元/平米,4600,底层,140.03平米,7.7,4室2厅2卫,毛坯
南北,17325元/平米,4602,底层,188.75平米,7.8,4室2厅2卫,简装修
南,12929元/平米,4605,中层,99平米,8.6,2室2厅1卫,精装修
南,11236元/平米,4607,高层,89平米, ,3室2厅1卫,毛坯
南,10441元/平米,4608,中层,340平米,7.9,4室2厅3卫,简装修
南,14108元/平米,4610,高层,152.4平米,8.6,4室2厅2卫,简装修
南北,14253元/平米,4611,高层,136.81平米,7.7,3室2厅2卫,精装修
南北,13861元/平米,4614,中层,104.61平米,5.1,3室2厅1卫,简装修
西南,7268元/平米,4616,高层,104.57平米,6.9,2室2厅1卫,精装修
南北,32361元/平米,4617,高层,216平米,7.3,4室2厅3卫,毛坯
南北,16664元/平米,4624,低层,112.82平米,8.1,3室2厅1卫,精装修
南,19551元/平米,4627,底层,89平米,7.7,3室2厅1卫,毛坯
南,12240元/平米,4633,高层,126.63平米, ,3室2厅2卫,毛坯
西南,16806元/平米,4634,底层,212.42平米,7.7,4室3厅3卫,简装修
南,16690元/平米,4635,高层,122.83平米,7.8,3室2厅2卫,毛坯
南北,14992元/平米,4636,低层,138.74平米,7.2,3室2厅2卫,精装修
南,12279元/平米,4638,中层,138.45平米,7.8,3室2厅2卫,精装修
南北,13670元/平米,4642,高层,86.32平米,7.7,2室1厅1卫,简装修
南北,13740元/平米,4651,中层,131平米,7.6,3室2厅2卫,精装修
南,22939元/平米,4653,高层,90.24平米,8.3,2室2厅1卫,精装修
东北,7713元/平米,4655,高层,71.31平米,7.2,2室1厅1卫,毛坯
南,24333元/平米,4659,中层,90平米,7.0,2室2厅1卫,精装修
南,18101元/平米,4665,底层,158平米,8.8,3室2厅3卫,精装修
南,51497元/平米,4670,中层,167平米,9.0,6室3厅3卫,精装修
南北,18747元/平米,4682,中层,122.15平米,7.6,3室2厅2卫,简装修
南北,15579元/平米,4683,底层,131.59平米,7.9,3室2厅2卫,简装修
南北,29462元/平米,4696,中层,41.07平米,7.5,1室1厅1卫,精装修
南,15765元/平米,4698,中层,88.17平米,6.0,3室2厅1卫,精装修
南北,10940元/平米,4699,中层,117平米,7.2,3室2厅2卫,精装修
南,13064元/平米,4705,中层,126.3平米,4.9,3室2厅1卫,简装修
南北,6085元/平米,4707,低层,106平米,7.1,3室2厅2卫,精装修
东,10000元/平米,4710,中层,70平米,7.7,2室1厅1卫,精装修
南北,16747元/平米,4714,中层,161.22平米,7.8,3室2厅2卫,精装修
南,21296元/平米,4716,高层,216平米,8.6,4室2厅2卫,精装修
南北,39720元/平米,4718,高层,214平米,8.8,4室2厅4卫,毛坯
东南,11444元/平米,4719,高层,90平米,7.4,3室2厅1卫,精装修
南北,12921元/平米,4730,高层,89平米, ,3室2厅1卫,简装修
南,11613元/平米,4732,中层,155平米,7.8,4室2厅1卫,精装修
南北,10571元/平米,4733,高层,140平米,7.3,3室2厅2卫,精装修
东南,10558元/平米,4738,低层,89.98平米,8.3,3室2厅1卫,简装修
南,6292元/平米,4743,中层,89平米,8.5,3室2厅1卫,精装修
南北,23166元/平米,4749,中层,123.89平米,8.8,3室2厅2卫,精装修
南北,32500元/平米,4750,中层,160平米,9.0,4室2厅2卫,毛坯
南,23022元/平米,4756,高层,180.7平米,6.9,3室2厅2卫,简装修
南,13866元/平米,4758,高层,119平米,7.8,3室2厅2卫,精装修
南,13636元/平米,4760,高层,121平米,8.6,3室2厅1卫,精装修
南北,40329元/平米,4763,中层,243平米,8.8,5室2厅4卫,精装修
南北,13369元/平米,4773,低层,89.01平米,7.4,3室2厅1卫,精装修
南,12080元/平米,4774,中层,74.42平米,8.8,2室2厅1卫,精装修
南,11447元/平米,4775,中层,130.16平米,8.5,3室2厅2卫,豪华装修
南,11828元/平米,4776,低层,87.08平米,8.7,2室2厅1卫,简装修
南北,12903元/平米,4777,低层,108.5平米,7.5,3室2厅1卫,精装修
南北,68083元/平米,4780,底层,158.63平米,7.1,4室2厅3卫,精装修
南北,18573元/平米,4786,低层,209.98平米,9.0,4室2厅3卫,毛坯
南北,16978元/平米,4789,低层,151.37平米,8.1,4室1厅2卫,简装修
南,29517元/平米,4803,高层,181.25平米,8.9,4室2厅3卫,豪华装修
南,10000元/平米,4806,中层,117平米,7.5,3室2厅1卫,精装修
南,12898元/平米,4814,中层,145.76平米,7.4,4室2厅2卫,精装修
南,16250元/平米,4817,底层,88平米,7.5,3室2厅1卫,毛坯
南,29319元/平米,4820,顶层,191平米,8.8,2室2厅1卫,精装修
南北,28671元/平米,4821,底层,143平米,7.8,3室2厅2卫,简装修
南,10414元/平米,4823,低层,172.85平米,7.9,3室2厅2卫,简装修
南北,13548元/平米,4825,中层,93平米,7.9,3室2厅1卫,精装修
南北,12266元/平米,4826,低层,128平米,7.9,3室2厅1卫,精装修
南,9104元/平米,4827,低层,63.71平米,7.5,2室1厅1卫,精装修
南北,10613元/平米,4829,低层,113.07平米,7.5,3室2厅1卫,精装修
南北,40656元/平米,4831,中层,145.12平米,9.0,4室2厅3卫,精装修
南,8000元/平米,4832,低层,45平米,5.8,2室1厅1卫,简装修
南北,26345元/平米,4833,中层,81.99平米,7.3,2室2厅1卫,精装修
南,15590元/平米,4835,高层,89.8平米,8.0,3室2厅1卫,简装修
南北,12921元/平米,4837,中层,89平米,7.8,2室2厅1卫,精装修
南,10270元/平米,4838,中层,97.37平米,7.0,3室2厅1卫,简装修
南,24390元/平米,4842,低层,53.3平米,7.8,1室1厅1卫,简装修
南北,23523元/平米,4848,中层,140.29平米,8.8,3室2厅2卫,精装修
南,6577元/平米,4849,高层,118.6平米,8.6,3室2厅2卫,精装修
南,33103元/平米,4857,底层,181.25平米,8.9,4室2厅2卫,精装修
南北,13411元/平米,4858,顶层,134.22平米,7.7,3室2厅2卫,毛坯
南北,13221元/平米,4864,底层,105.82平米,7.9,3室1厅1卫,简装修
南,18718元/平米,4867,低层,114.86平米,7.7,2室2厅2卫,精装修
南北,15206元/平米,4869,高层,197.29平米,6.6,3室2厅2卫,精装修
南北,99356元/平米,4870,底层,251.52平米,8.7,5室2厅4卫,毛坯
南北,14078元/平米,4872,中层,127.15平米,5.9,3室2厅2卫,精装修
北,16748元/平米,4877,顶层,37.02平米,7.8,1室0厅1卫,精装修
西北,9331元/平米,4880,中层,83.59平米,7.5,2室1厅1卫,精装修
南,11932元/平米,4881,中层,88平米,7.7,3室1厅1卫,简装修
南北,9728元/平米,4883,高层,147平米,7.6,4室2厅2卫,精装修
南北,10256元/平米,4884,中层,97.5平米,8.0,2室2厅1卫,简装修
南,11856元/平米,4886,高层,72.54平米,7.8,2室2厅1卫,精装修
南北,11000元/平米,4888,中层,100平米,7.8,3室2厅1卫,精装修
南,15590元/平米,4889,中层,161平米,6.9,3室2厅2卫,精装修
南北,18539元/平米,4890,顶层,89平米,7.0,3室2厅1卫,精装修
南北,8968元/平米,4891,中层,126平米,7.6,3室2厅2卫,简装修
南北,36260元/平米,4892,高层,206.84平米,9.1,4室2厅5卫,精装修
南北,40870元/平米,4893,中层,256.91平米,9.0,4室3厅3卫,精装修
南北,15193元/平米,4894,低层,88.53平米,7.9,3室2厅1卫,毛坯
南北,15527元/平米,4896,高层,109.49平米,8.9,3室2厅2卫,毛坯
南北,36886元/平米,4899,高层,184.35平米,8.9,3室2厅3卫,毛坯
东西,17492元/平米,4900,中层,161.22平米,6.9,3室1厅2卫,精装修
南,6970元/平米,4904,高层,132平米,8.3,4室2厅2卫,精装修
南,6317元/平米,4907,高层,105.27平米,8.5,3室2厅1卫,精装修
南北,70964元/平米,4908,高层,233.78平米,8.7,5室3厅3卫,豪华装修
南,18078元/平米,4910,底层,190.84平米,7.8,4室2厅2卫,精装修
南,10851元/平米,4913,高层,89.39平米,7.3,2室1厅1卫,简装修
南北,12463元/平米,4923,低层,134.8平米,7.7,3室2厅1卫,简装修
南,6583元/平米,4928,低层,120平米,8.5,3室2厅2卫,毛坯
南,9537元/平米,4930,中层,108平米,7.8,2室2厅1卫,精装修
南,18617元/平米,4931,中层,94平米,7.7,3室2厅1卫,毛坯
南北,17808元/平米,4933,高层,146平米,7.7,3室2厅2卫,简装修
南北,10848元/平米,4935,中层,87.57平米,8.6,3室2厅1卫,精装修
南,17707元/平米,4938,中层,129.89平米,9.0,4室2厅1卫,精装修
南北,41636元/平米,4939,高层,174.13平米,7.1,4室2厅3卫,精装修
南北,36702元/平米,4942,中层,205.71平米,7.8,4室2厅2卫,精装修
南北,46009元/平米,4943,中层,143.45平米,8.8,4室2厅2卫,精装修
南北,16745元/平米,4945,高层,152.88平米,8.1,4室2厅2卫,毛坯
南,14424元/平米,4946,高层,58.93平米,7.8,1室1厅1卫,精装修
南北,33017元/平米,4954,高层,242平米,6.0,4室2厅4卫,毛坯
南北,9435元/平米,4955,顶层,124.86平米,6.9,3室2厅2卫,精装修
南,22687元/平米,4956,高层,56.42平米,9.2,1室1厅1卫,精装修
南北,13684元/平米,4960,高层,91.35平米,7.3,2室2厅1卫,毛坯
南北,9581元/平米,4965,中层,104.37平米,7.1,3室2厅1卫,简装修
南,14310元/平米,4966,中层,89.45平米,8.2,3室1厅1卫,简装修
南北,13891元/平米,4968,高层,119.5平米,7.7,3室2厅2卫,精装修
南北,44860元/平米,4970,顶层,214平米,8.8,4室2厅4卫,毛坯
东,15912元/平米,4977,中层,147.69平米,8.1,3室2厅2卫,毛坯
南,13571元/平米,4985,高层,140平米,8.5,3室2厅2卫,豪华装修
南,11586元/平米,4986,中层,58.69平米,8.9,1室1厅1卫,精装修
南北,9947元/平米,4987,顶层,189.01平米,7.9,4室2厅3卫,简装修
南北,9383元/平米,4988,中层,127.89平米,7.9,3室2厅1卫,精装修
南,23837元/平米,4989,高层,86平米,8.1,2室2厅1卫,精装修
南,14865元/平米,4990,顶层,74平米,7.5,2室1厅1卫,精装修
南北,14962元/平米,4992,底层,131平米,7.9,3室2厅2卫,简装修
南北,33006元/平米,4993,高层,181.18平米,8.9,4室2厅2卫,精装修
南,8521元/平米,4994,中层,76.28平米,7.0,2室2厅1卫,简装修
东南,7045元/平米,4996,低层,44平米,5.8,2室1厅1卫,简装修
南北,10291元/平米,4997,顶层,126.32平米,8.6,3室2厅2卫,简装修
南,11239元/平米,4998,高层,73.85平米,7.9,2室2厅1卫,精装修
南北,23597元/平米,4999,高层,139平米,8.1,3室2厅2卫,精装修
南北,11827元/平米,5000,低层,91.32平米,7.7,2室2厅1卫,精装修
南北,9015元/平米,5003,中层,133.11平米,7.9,3室2厅2卫,精装修
南北,6910元/平米,5005,中层,153.41平米,8.7,4室2厅2卫,精装修
南北,5465元/平米,5008,高层,131.01平米,7.2,3室2厅2卫,简装修
南北,19101元/平米,5010,高层,121.46平米,6.7,3室2厅2卫,精装修
南北,14143元/平米,5011,中层,140平米, ,4室2厅2卫,精装修
南北,22449元/平米,5013,低层,147平米,7.8,4室2厅2卫,豪华装修
南北,24681元/平米,5015,高层,235平米,7.8,5室2厅3卫,精装修
南北,40976元/平米,5017,中层,205平米,9.0,4室2厅3卫,简装修
南,14774元/平米,5018,中层,155平米,7.6,3室2厅2卫,简装修
东南,15558元/平米,5020,高层,163.9平米,7.9,3室2厅2卫,简装修
南北,18349元/平米,5021,中层,109平米,5.7,3室2厅2卫,简装修
南北,47619元/平米,5023,低层,147平米,8.8,3室2厅2卫,精装修
南北,9231元/平米,5024,中层,130平米,6.9,3室2厅2卫,精装修
南,19812元/平米,5025,高层,80.76平米,8.8,2室2厅1卫,精装修
南,13646元/平米,5032,中层,87.94平米,7.8,3室2厅1卫,精装修
南,8421元/平米,5043,中层,57平米,7.6,1室1厅1卫,简装修
南,26341元/平米,5044,底层,82平米,7.0,2室1厅1卫,精装修
南北,11933元/平米,5045,低层,326.82平米,7.8,8室2厅4卫,毛坯
北,9000元/平米,5046,中层,30平米,7.4,1室0厅1卫,精装修
南,19753元/平米,5047,低层,81平米,7.9,2室2厅1卫,精装修
西南,14463元/平米,5048,高层,105.79平米,7.8,3室1厅1卫,精装修
东北,14284元/平米,5050,中层,79.11平米,8.5,2室2厅1卫,精装修
南北,14615元/平米,5051,高层,82.11平米,8.0,2室2厅1卫,精装修
南北,12957元/平米,5052,高层,60.2平米,7.7,1室1厅1卫,精装修
南北,9246元/平米,5054,高层,126平米,7.6,3室2厅2卫,精装修
南北,12341元/平米,5055,低层,87.51平米,7.9,2室2厅1卫,简装修
东,9209元/平米,5059,中层,139平米,7.9,3室2厅2卫,简装修
南北,19308元/平米,5060,高层,217.53平米,8.1,4室2厅3卫,毛坯
南北,19812元/平米,5061,中层,88.33平米,8.6,2室2厅1卫,毛坯
南北,40653元/平米,5063,中层,191.87平米,8.8,4室2厅3卫,精装修
南北,38522元/平米,5064,顶层,197.29平米,9.0,4室2厅3卫,毛坯
南北,35714元/平米,5065,高层,182平米,8.8,4室2厅2卫,毛坯
南,14006元/平米,5067,中层,135.66平米,7.8,3室2厅2卫,简装修
南北,19320元/平米,5069,中层,144.41平米,6.5,3室2厅2卫,毛坯
南北,16349元/平米,5070,顶层,126平米,7.5,3室2厅2卫,毛坯
南,11158元/平米,5071,低层,170.28平米,7.0,4室2厅2卫,精装修
南北,26545元/平米,5074,中层,79.11平米,7.8,2室2厅1卫,中装修
东南,14847元/平米,5075,中层,86.21平米,8.9,2室2厅1卫,精装修
西北,6785元/平米,5079,中层,129.69平米, ,3室2厅2卫,简装修
南,10233元/平米,5080,高层,86平米,7.5,2室2厅1卫,精装修
南北,7635元/平米,5083,顶层,70.73平米,6.8,2室1厅1卫,简装修
南北,8185元/平米,5086,高层,91.63平米,8.0,2室2厅1卫,精装修
南北,11238元/平米,5090,高层,106.78平米,7.2,3室2厅2卫,简装修
南,12500元/平米,5091,高层,80平米,7.0,3室2厅1卫,简装修
南北,9734元/平米,5101,高层,87.32平米,7.1,2室2厅1卫,精装修
南,8754元/平米,5102,底层,77.68平米,7.1,2室2厅1卫,简装修
南北,12360元/平米,5103,低层,89平米,8.0,2室2厅1卫,简装修
南北,25444元/平米,5105,低层,90平米,8.8,2室2厅1卫,精装修
南,11304元/平米,5107,高层,115平米,7.9,2室2厅1卫,简装修
南北,9813元/平米,5110,低层,107平米,8.4,3室2厅2卫,精装修
南北,37156元/平米,5111,底层,177.63平米,9.0,4室2厅3卫,精装修
西南,15118元/平米,5112,低层,89.96平米,7.6,2室2厅1卫,精装修
东,14107元/平米,5114,低层,112平米,7.7,3室2厅1卫,精装修
南北,32877元/平米,5115,底层,146平米,8.8,3室2厅2卫,毛坯
南,8417元/平米,5116,中层,93.86平米,7.5,2室2厅1卫,精装修
南,28365元/平米,5118,底层,334.92平米,7.8,6室1厅4卫,精装修
南北,11332元/平米,5119,顶层,180.91平米,7.9,4室2厅2卫,精装修
南北,9877元/平米,5120,低层,77.96平米,7.9,2室2厅1卫,精装修
南,14103元/平米,5121,低层,117平米,7.9,3室2厅2卫,毛坯
南北,46154元/平米,5122,低层,195平米,9.0,4室2厅3卫,精装修
南,13933元/平米,5124,低层,89平米,7.9,3室2厅1卫,毛坯
南北,12085元/平米,5127,中层,115.85平米,8.3,3室2厅1卫,精装修
南北,暂无价格,5128,低层,143.57平米, ,3室2厅2卫,简装修
南北,10622元/平米,5129,中层,86.61平米,7.0,2室2厅1卫,中装修
南北,24088元/平米,5130,低层,87.18平米,7.9,2室2厅1卫,精装修
南,24232元/平米,5131,顶层,241.83平米,7.0,4室2厅2卫,精装修
南北,51175元/平米,5132,高层,240.35平米,8.7,5室2厅4卫,毛坯
南北,22904元/平米,5133,顶层,217.43平米,7.7,5室2厅4卫,毛坯
西南,14005元/平米,5135,高层,79.97平米,7.1,2室2厅1卫,精装修
南北,13038元/平米,5137,低层,122.72平米,8.4,3室2厅2卫,毛坯
南北,18518元/平米,5138,高层,216.01平米,8.1,4室2厅3卫,毛坯
南北,21348元/平米,5139,顶层,89平米,6.7,2室2厅1卫,豪华装修
南,18720元/平米,5140,高层,211平米,7.8,5室2厅2卫,精装修
东南,24440元/平米,5142,底层,634.21平米,6.5,7室3厅7卫,毛坯
南,13548元/平米,5146,低层,191.91平米,7.8,3室2厅2卫,精装修
南,18300元/平米,5147,低层,100平米,7.7,3室2厅1卫,毛坯
南,22564元/平米,5149,底层,39平米,7.6,1室1厅1卫,精装修
南北,18585元/平米,5150,中层,174.87平米,9.0,3室2厅2卫,中装修
南北,8029元/平米,5151,顶层,118.32平米,7.5,3室2厅2卫,精装修
南北,18137元/平米,5153,中层,109.72平米,9.0,3室2厅1卫,精装修
南,15753元/平米,5152,中层,73平米,7.9,2室2厅1卫,简装修
南,21695元/平米,5155,中层,195.9平米,7.1,4室2厅1卫,精装修
南北,38857元/平米,5156,底层,175平米, ,5室2厅5卫,毛坯
南北,9996元/平米,5158,中层,180.08平米,7.9,3室2厅2卫,简装修
南北,23723元/平米,5160,中层,137平米,7.2,3室2厅2卫,精装修
南北,12000元/平米,5161,中层,115平米,7.2,3室2厅2卫,毛坯
南北,36842元/平米,5164,高层,152平米,9.0,4室2厅3卫,精装修
南北,9162元/平米,5165,低层,76.4平米,7.0,2室1厅1卫,精装修
南,18621元/平米,5167,底层,116平米,6.2,3室2厅2卫,精装修
南,19520元/平米,5168,底层,233.09平米,7.7,7室4厅3卫,简装修
南,17600元/平米,5169,中层,125平米,7.9,3室2厅2卫,精装修
南,40476元/平米,5170,中层,210平米,9.0,4室2厅2卫,毛坯
南,9858元/平米,5172,低层,92.31平米,7.8,2室2厅1卫,精装修
南,14555元/平米,5173,中层,83.82平米,9.0,2室1厅1卫,中装修
南,9298元/平米,5174,低层,57平米,7.5,1室1厅1卫,简装修
东,12000元/平米,5175,中层,50平米,8.5,1室1厅1卫,精装修
南北,17601元/平米,5179,底层,210.22平米,7.7,4室2厅3卫,简装修
南北,6520元/平米,5181,中层,153.38平米,8.7,4室2厅2卫,精装修
南,9948元/平米,5182,低层,95.7平米,7.4,3室1厅1卫,精装修
南北,23861元/平米,5184,高层,144.59平米,9.0,3室1厅2卫,精装修
南北,13489元/平米,5185,高层,142.34平米,6.8,4室2厅2卫,毛坯
南北,13849元/平米,5186,中层,89平米,7.0,3室2厅1卫,简装修
南,20895元/平米,5187,低层,145.97平米,7.5,4室2厅2卫,简装修
南,6500元/平米,5190,高层,60平米,7.7,2室1厅1卫,精装修
南北,73470元/平米,5191,底层,199.4平米,8.8,4室2厅3卫,精装修
西,13258元/平米,5193,中层,132平米,7.8,4室2厅2卫,简装修
南,38158元/平米,5200,底层,152平米,7.8,4室2厅2卫,精装修
南北,11230元/平米,5201,低层,112.2平米,7.8,3室2厅1卫,精装修
南,10636元/平米,5203,低层,86.5平米, ,2室2厅1卫,简装修
南北,15000元/平米,5204,顶层,128平米,7.6,3室2厅1卫,精装修
南,15113元/平米,5205,低层,119.1平米,7.7,3室1厅2卫,简装修
南北,12218元/平米,5208,中层,86.76平米,8.0,2室2厅1卫,精装修
南北,13420元/平米,5210,中层,115.5平米,7.8,3室2厅2卫,精装修
南,9737元/平米,5211,中层,82.06平米,7.7,2室2厅1卫,简装修
南,15903元/平米,5216,高层,58.48平米,7.8,2室1厅1卫,简装修
南北,31903元/平米,5219,中层,137.92平米,9.0,3室2厅2卫,精装修
南北,9941元/平米,5224,低层,169平米,7.7,4室2厅2卫,简装修
南北,32704元/平米,5225,低层,159平米,9.0,4室2厅2卫,精装修
南,19520元/平米,5226,底层,125平米,7.7,4室2厅2卫,简装修
南,31111元/平米,5227,底层,405平米, ,5室3厅5卫,毛坯
南,12847元/平米,5233,低层,144平米,7.5,4室2厅1卫,精装修
南,11461元/平米,5235,中层,89平米,8.4,2室2厅1卫,毛坯
南北,17616元/平米,5234,高层,151平米,6.9,3室2厅2卫,精装修
南北,36260元/平米,5237,高层,206.84平米,9.1,4室2厅5卫,精装修
南北,39095元/平米,5238,中层,243平米,8.8,5室2厅4卫,毛坯
南北,36328元/平米,5240,中层,165.16平米,6.0,4室2厅3卫,精装修
南北,24780元/平米,5241,中层,145.28平米,7.1,4室2厅2卫,精装修
南,17969元/平米,5242,底层,128平米,6.2,3室2厅2卫,精装修
南,19680元/平米,5245,中层,162.6平米,7.1,4室2厅2卫,毛坯
南北,15179元/平米,5246,低层,97.5平米,7.7,2室2厅1卫,精装修
南北,17424元/平米,5247,低层,142.33平米,6.2,4室2厅2卫,豪华装修
南,35385元/平米,5248,中层,260平米,9.0,4室2厅2卫,毛坯
东北,10112元/平米,5254,中层,89平米,8.9,3室1厅1卫,精装修
南,13255元/平米,5257,中层,88.27平米,7.7,2室2厅1卫,简装修
南北,15031元/平米,5259,高层,163平米,8.9,4室2厅2卫,简装修
南,15853元/平米,5260,低层,95.25平米,7.7,3室2厅1卫,毛坯
南北,25664元/平米,5262,底层,226平米,6.5,5室2厅5卫,毛坯
南北,24051元/平米,5264,中层,138.04平米,7.8,3室2厅2卫,简装修
南北,12500元/平米,5266,中层,92平米,8.6,3室2厅1卫,精装修
南北,8303元/平米,5268,低层,124.05平米,7.7,3室2厅2卫,精装修
西北,9020元/平米,5272,低层,83.15平米,7.5,2室1厅1卫,简装修
南北,10985元/平米,5275,中层,89.21平米,7.5,2室2厅1卫,精装修
南北,19261元/平米,5276,高层,153.16平米,8.1,4室2厅2卫,简装修
南北,17692元/平米,5279,高层,130平米,7.5,3室2厅1卫,精装修
南,9167元/平米,5280,低层,36平米,5.1,1室0厅1卫,简装修
南北,41783元/平米,5281,中层,196.25平米,8.7,4室2厅3卫,毛坯
南,11004元/平米,5282,中层,114.5平米,7.7,3室2厅1卫,精装修
南北,11300元/平米,5284,低层,100平米,7.5,3室2厅2卫,精装修
南,16102元/平米,5285,中层,118平米,8.6,3室2厅2卫,精装修
南,10474元/平米,5286,中层,147.98平米,8.6,3室2厅2卫,精装修
南,14835元/平米,5287,高层,91平米,7.8,3室2厅1卫,精装修
南北,10435元/平米,5289,中层,115平米,7.9,3室2厅2卫,毛坯
南,22495元/平米,5291,底层,353.85平米,7.8,5室2厅3卫,毛坯
南北,14354元/平米,5293,高层,128.88平米,7.5,3室2厅2卫,毛坯
东南,12929元/平米,5294,中层,96.68平米,7.2,3室2厅1卫,毛坯
南北,17463元/平米,5299,中层,154.61平米,8.1,4室2厅2卫,毛坯
南,11395元/平米,5301,低层,101.8平米,7.7,2室2厅1卫,简装修
北,8683元/平米,5303,中层,41.46平米,7.4,1室0厅1卫,豪华装修
南北,45312元/平米,5304,中层,143.45平米,8.8,4室2厅3卫,精装修
南,34171元/平米,5305,低层,199平米,9.0,4室2厅3卫,简装修
南北,23834元/平米,5307,高层,136.36平米,6.7,4室2厅3卫,毛坯
南,15913元/平米,5306,底层,89.55平米,8.0,3室2厅1卫,精装修
南北,41556元/平米,5310,底层,389.84平米,6.5,5室3厅3卫,毛坯
北,8765元/平米,5311,中层,49.97平米,6.8,1室1厅1卫,简装修
南,29444元/平米,5314,中层,90平米,8.8,2室2厅1卫,精装修
南北,9091元/平米,5316,中层,94.6平米,7.0,2室2厅1卫,简装修
南,13734元/平米,5317,中层,166.01平米,7.6,4室2厅1卫,毛坯
南北,5955元/平米,5318,中层,89平米,8.5,3室2厅1卫,精装修
南北,14957元/平米,5319,低层,95.61平米,7.7,3室2厅1卫,毛坯
南,47195元/平米,5321,底层,283.93平米,8.3,6室2厅3卫,精装修
南北,26440元/平米,5320,低层,165.66平米,7.7,4室2厅2卫,精装修
南北,18812元/平米,5323,低层,159.47平米,7.0,4室2厅1卫,精装修
南北,44460元/平米,5324,顶层,175.44平米, ,4室2厅3卫,豪华装修
南北,12438元/平米,5325,低层,89.24平米,7.1,3室1厅1卫,精装修
东南,15324元/平米,5326,中层,123.99平米,7.6,3室2厅1卫,精装修
南北,28966元/平米,5328,顶层,145平米,7.5,4室2厅2卫,精装修
南,16013元/平米,5330,低层,94.92平米,7.8,3室1厅1卫,简装修
南北,7416元/平米,5331,中层,89平米,7.7,2室2厅1卫,精装修
南,9697元/平米,5333,低层,99平米,7.3,3室2厅1卫,精装修
南,15245元/平米,5335,底层,116.76平米,7.4,3室2厅2卫,简装修
南北,35041元/平米,5338,顶层,247.14平米,7.3,5室3厅3卫,精装修
南北,38583元/平米,5341,顶层,152.14平米,9.0,4室2厅3卫,精装修
南北,58743元/平米,5344,高层,204.28平米,8.7,4室2厅3卫,毛坯
南,10155元/平米,5347,高层,87.64平米,6.0,3室1厅1卫,简装修
南北,14165元/平米,5348,高层,134.13平米,7.7,3室2厅2卫,毛坯
南,18702元/平米,5349,中层,176.45平米,8.8,4室2厅2卫,简装修
南北,9778元/平米,5350,中层,129.88平米,7.8,3室2厅1卫,毛坯
南北,10378元/平米,5351,中层,186.93平米, ,4室2厅3卫,毛坯
南北,20787元/平米,5352,高层,89平米,6.7,2室2厅1卫,豪华装修
南北,18490元/平米,5354,高层,216.33平米,8.1,4室2厅3卫,简装修
南北,55411元/平米,5355,中层,180.47平米,8.8,4室2厅3卫,精装修
南,65693元/平米,5356,底层,411平米,8.7,5室3厅4卫,毛坯
南北,9551元/平米,5358,中层,89平米,8.6,3室2厅1卫,简装修
南北,20615元/平米,5360,低层,130平米,8.8,3室2厅2卫,毛坯
南北,24354元/平米,5361,中层,188.88平米,9.2,4室2厅2卫,简装修
东,25039元/平米,5363,中层,89.46平米,7.5,2室2厅1卫,精装修
南北,13620元/平米,5365,高层,146.84平米,7.5,3室2厅2卫,精装修
南北,10237元/平米,5366,低层,106.48平米,7.7,3室2厅1卫,简装修
南,10778元/平米,5369,中层,90平米,7.5,2室2厅1卫,精装修
南北,12114元/平米,5372,高层,123平米,7.9,3室2厅2卫,精装修
南,14719元/平米,5374,低层,89平米,7.9,3室1厅1卫,精装修
南北,43779元/平米,5375,底层,217平米,7.3,4室2厅2卫,毛坯
南,37445元/平米,5376,中层,227平米,9.0,4室2厅3卫,简装修
南北,35349元/平米,5378,高层,215平米, ,4室2厅4卫,毛坯
南,8343元/平米,5379,高层,115.07平米,8.3,3室1厅2卫,简装修
南,18250元/平米,5380,顶层,120平米,7.7,2室2厅2卫,精装修
东西,37864元/平米,5382,中层,206平米,8.8,4室2厅3卫,毛坯
南,26667元/平米,5383,低层,120平米,9.0,3室2厅2卫,简装修
南北,32075元/平米,5384,中层,159平米,9.0,4室2厅2卫,毛坯
南北,41577元/平米,5385,底层,389.64平米,6.5,5室3厅3卫,毛坯
东南,12455元/平米,5387,中层,88.32平米, ,3室2厅1卫,简装修
南北,12879元/平米,5389,低层,118.02平米,7.2,3室2厅2卫,精装修
南,34694元/平米,5390,底层,245平米,7.9,3室3厅3卫,毛坯
南,85714元/平米,5391,底层,350平米,8.6,5室3厅5卫,简装修
南,14796元/平米,5393,低层,98平米,7.5,3室2厅1卫,精装修
